Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Atawneh, D.A., Cartwright, N., Bertone, E.",57225108159;57213387166;55389388300;,Climate change and its impact on the projected values of groundwater recharge: A review,2021,Journal of Hydrology,601,,126602,,,,,10.1016/j.jhydrol.2021.126602,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109156128&doi=10.1016%2fj.jhydrol.2021.126602&partnerID=40&md5=e45c89ae1f035162be51b6a0d0dcb315,Review,Final,,Scopus,2-s2.0-85109156128
"Li, Z., Quiring, S.M.",57205740319;57204256646;,Investigating spatial heterogeneity of the controls of surface water balance in the contiguous United States by considering anthropogenic factors,2021,Journal of Hydrology,601,,126621,,,,,10.1016/j.jhydrol.2021.126621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109029887&doi=10.1016%2fj.jhydrol.2021.126621&partnerID=40&md5=7f1d5dc0f7eb9eb6d932006fcf36c8f0,Article,Final,,Scopus,2-s2.0-85109029887
"Li, M., Kwan, M.-P., Chen, J., Wang, J., Yin, J., Yu, D.",56707556600;7005364475;56729384400;55892207300;36457385000;55481565900;,Measuring emergency medical service (EMS) accessibility with the effect of city dynamics in a 100-year pluvial flood scenario,2021,Cities,117,,103314,,,,,10.1016/j.cities.2021.103314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108447167&doi=10.1016%2fj.cities.2021.103314&partnerID=40&md5=b7008d44b8eb6cbc30a011e274b04bbc,Article,Final,,Scopus,2-s2.0-85108447167
"Ogas-Mendez, A.F., Isoda, Y., Nakaya, T.",57224442835;7004762985;7102467262;,"Strong, weak, or reversed: The spatial heterogeneities in the effects of squatter settlements on house prices",2021,Cities,117,,103304,,,,,10.1016/j.cities.2021.103304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108205920&doi=10.1016%2fj.cities.2021.103304&partnerID=40&md5=6e56a1787590ed30ff6e798da18dc77e,Article,Final,,Scopus,2-s2.0-85108205920
"Williams Araújo do Nascimento, C., Bruno Viera da Silva, F., de Brito Fabricio Neta, A., Miranda Biondi, C., Aparecida da Silva Lins, S., Bezerra de Almeida Júnior, A., Preston, W.",57222141042;57222748174;54583402400;57222748645;57222745745;57222746100;56230148400;,Geopedology-climate interactions govern the spatial distribution of selenium in soils: A case study in northeastern Brazil,2021,Geoderma,399,,115119,,,,,10.1016/j.geoderma.2021.115119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103946501&doi=10.1016%2fj.geoderma.2021.115119&partnerID=40&md5=cf6f55fbb76b6e94b969323827ef4baa,Article,Final,,Scopus,2-s2.0-85103946501
"Rasul, A., Ningthoujam, R.",56966434500;57194399017;,Snow cover and vegetation greenness with leaf water content control the global land surface temperature,2021,"Environment, Development and Sustainability",23,10,,14722,14748,,1,10.1007/s10668-021-01269-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101437971&doi=10.1007%2fs10668-021-01269-4&partnerID=40&md5=dde56ab3965c0e49879ce9c702260499,Article,Final,,Scopus,2-s2.0-85101437971
"Li, H., Fu, P., Yang, Y., Yang, X., Gao, H., Li, K.",57221960144;55849557400;56599776100;57201122512;57221968894;57212407802;,Exploring spatial distributions of increments in soil heavy metals and their relationships with environmental factors using GWR,2021,Stochastic Environmental Research and Risk Assessment,35,10,,2173,2186,,,10.1007/s00477-021-01986-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100792900&doi=10.1007%2fs00477-021-01986-2&partnerID=40&md5=b90b70c5f42887ea01ae81b4de20b9b9,Article,Final,,Scopus,2-s2.0-85100792900
"Jia, J., Zhang, X.",57226066901;47961621900;,A human-scale investigation into economic benefits of urban green and blue infrastructure based on big data and machine learning: A case study of Wuhan,2021,Journal of Cleaner Production,316,,128321,,,,,10.1016/j.jclepro.2021.128321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110373400&doi=10.1016%2fj.jclepro.2021.128321&partnerID=40&md5=66f77014b6a9546b1d86a7ae0d13414a,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85110373400
"He, C., Mu, H., Yang, L., Wang, D.-L., Di, Y.-F., Ye, Z.-X., Yi, J.-H., Ke, B.-Q., Tian, Y., Hong, S.",57210829435;57221966477;57219569525;57211640665;57226727998;57226723932;57226723636;57221963789;57209459896;35310309900;,Spatial Variation of Surface Ozone Concentration During the Warm Season and Its Meteorological Driving Factors in China [中国暖季近地面臭氧浓度空间格局演变及主要气象驱动因素],2021,Huanjing Kexue/Environmental Science,42,9,,4168,4179,,,10.13227/j.hjkx.202009228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112443918&doi=10.13227%2fj.hjkx.202009228&partnerID=40&md5=e1e332a76ebf52bc580760dbed96069b,Article,Final,,Scopus,2-s2.0-85112443918
"Yang, X.-H., Song, C.-J., Fan, L.-H., Zhang, L.-Y., Wei, Q., Li, F.-X., Wang, L.-Y., Wang, W.",57251509200;57226718625;57226716593;57221792387;57216631561;56867833300;57226488595;36994940300;,High-resolution Estimation of Spatio-temporal Variation in PM2.5 Concentrations in the Beijing-Tianjin-Hebei Region [京津冀地区高分辨率PM2.5浓度时空变化模拟与分析],2021,Huanjing Kexue/Environmental Science,42,9,,4083,4094,,,10.13227/j.hjkx.202012197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112413722&doi=10.13227%2fj.hjkx.202012197&partnerID=40&md5=6784e440b985a4d7c9103acbee1e12de,Article,Final,,Scopus,2-s2.0-85112413722
"Santos, A.M.D., Silva, C.F.A.D., Almeida Junior, P.M.D., Rudke, A.P., Melo, S.N.D.",57215573456;57199743006;57223191669;57200118848;57191957890;,Deforestation drivers in the Brazilian Amazon: assessing new spatial predictors,2021,Journal of Environmental Management,294,,113020,,,,,10.1016/j.jenvman.2021.113020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111012879&doi=10.1016%2fj.jenvman.2021.113020&partnerID=40&md5=2bb0207e925f3d30eef81c1ea472dcce,Article,Final,,Scopus,2-s2.0-85111012879
"Li, Y., Khalkhali, M., Mo, W., Lu, Z.",57216957496;57193725068;37034738300;46761275600;,Modeling spatial diffusion of decentralized water technologies and impacts on the urban water systems,2021,Journal of Cleaner Production,315,,128169,,,,,10.1016/j.jclepro.2021.128169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109168882&doi=10.1016%2fj.jclepro.2021.128169&partnerID=40&md5=ebb3d2237b2a856187ddf2142657b5ec,Article,Final,,Scopus,2-s2.0-85109168882
"Qu, M., Guang, X., Zhao, Y., Huang, B.",49362211300;57223134776;52164997000;55081613700;,Spatially apportioning the source-oriented ecological risks of soil heavy metals using robust spatial receptor model with land-use data and robust residual kriging,2021,Environmental Pollution,285,,117261,,,,,10.1016/j.envpol.2021.117261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104947746&doi=10.1016%2fj.envpol.2021.117261&partnerID=40&md5=e83531216b391303042a896fba3e87de,Article,Final,,Scopus,2-s2.0-85104947746
"Fang, L., Wang, L., Chen, W., Sun, J., Cao, Q., Wang, S., Wang, L.",57209691070;55357667300;57205733960;56822458600;57203559713;7410339976;23029267900;,Identifying the impacts of natural and human factors on ecosystem service in the Yangtze and Yellow River Basins,2021,Journal of Cleaner Production,314,,127995,,,,,10.1016/j.jclepro.2021.127995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109408163&doi=10.1016%2fj.jclepro.2021.127995&partnerID=40&md5=ecc669b40ea2f32167deb18ee31c6ea1,Article,Final,,Scopus,2-s2.0-85109408163
"Yang, X., Yang, Y., Wan, Y., Wu, R., Feng, D., Li, K.",57201122512;56599776100;57223280980;57212409164;57223278461;57212407802;,"Source identification and comprehensive apportionment of the accumulation of soil heavy metals by integrating pollution landscapes, pathways, and receptors",2021,Science of the Total Environment,786,,147436,,,,1,10.1016/j.scitotenv.2021.147436,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105481481&doi=10.1016%2fj.scitotenv.2021.147436&partnerID=40&md5=a58a1a2bbcef50c7c6824a188207f727,Article,Final,,Scopus,2-s2.0-85105481481
"Lyu, T., Hair, N., Yell, N., Li, Z., Qiao, S., Liang, C., Li, X.",57222128051;56006446000;57258841300;57226030530;55345409700;7403280493;57204836921;,Temporal geospatial analysis of covid-19 pre-infection determinants of risk in South Carolina,2021,International Journal of Environmental Research and Public Health,18,18,9673,,,,,10.3390/ijerph18189673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114917325&doi=10.3390%2fijerph18189673&partnerID=40&md5=f39f7cb6f1c4d37aa53e92b97e81649c,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85114917325
"Das, M., Parveen, T., Ghosh, D., Alam, J.",57213537890;57258587500;57258474100;57258355900;,"Assessing groundwater status and human perception in drought-prone areas: a case of Bankura-I and Bankura-II blocks, West Bengal (India)",2021,Environmental Earth Sciences,80,18,636,,,,,10.1007/s12665-021-09909-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114876168&doi=10.1007%2fs12665-021-09909-8&partnerID=40&md5=115eb864568d8a3f35e4537dcf08823b,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85114876168
"Yu, S., Wang, F., Qu, M., Yu, B., Zhao, Z.",57192717348;55760722900;14042517900;57255077900;55726121300;,The effect of land use/cover change on soil erosion change by spatial regression in changwu county on the loess plateau in china,2021,Forests,12,9,1209,,,,,10.3390/f12091209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114745921&doi=10.3390%2ff12091209&partnerID=40&md5=3725aff065638ea9a8d9e5849556dffa,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114745921
"Yuan, W., Wu, S.-Y., Hou, S., Xu, Z., Pang, H., Lu, H.",36464743900;56161660000;7201471897;55687324400;7102237529;26643608000;,Projecting future vegetation change for northeast china using cmip6 model,2021,Remote Sensing,13,17,3531,,,,,10.3390/rs13173531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114558787&doi=10.3390%2frs13173531&partnerID=40&md5=6291916ced8c9492bb5f80aea702344d,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114558787
"Lv, M., Wang, N., Yao, S., Wu, J., Fang, L.",57251478600;57210946362;37040114700;56145346300;57214417984;,Towards healthy aging: Influence of the built environment on elderly pedestrian safety at the micro-level,2021,International Journal of Environmental Research and Public Health,18,18,9534,,,,,10.3390/ijerph18189534,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557890&doi=10.3390%2fijerph18189534&partnerID=40&md5=aa9c209d7e91eeadd4e15eed01301219,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114557890
"Mollalo, A., Tatar, M.",56042488200;57218860186;,Spatial modeling of covid-19 vaccine hesitancy in the united states,2021,International Journal of Environmental Research and Public Health,18,18,9488,,,,,10.3390/ijerph18189488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114423341&doi=10.3390%2fijerph18189488&partnerID=40&md5=a8a64934ce8e1acc0e280d5ac5f254fd,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114423341
"An, P., Li, C., Duan, Y., Ge, J., Feng, X.",57246378900;35179763000;57246789500;10839427100;57218685441;,"Inter-metropolitan land price characteristics and pattern in the Beijing-Tianjin-Hebei urban agglomeration, China",2021,PLoS ONE,16,09-Sep,e0256710,,,,,10.1371/journal.pone.0256710,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114273386&doi=10.1371%2fjournal.pone.0256710&partnerID=40&md5=4e3b8d9f69811922573f116220c05560,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85114273386
"Dahal, R.P., Grala, R.K., Gordon, J.S., Munn, I.A., Petrolia, D.R.",57073139200;24278399900;36496653500;6701649809;13103470800;,Geospatial heterogeneity in monetary value of proximity to waterfront ecosystem services in the gulf of Mexico,2021,Water (Switzerland),13,17,2401,,,,,10.3390/w13172401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114198019&doi=10.3390%2fw13172401&partnerID=40&md5=d93c19db9f480a1bc4912c88c96581c2,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114198019
"Huang, Y.-H., Lee, M.-S., Lin, Y.-T., Huang, N.-C., Kao, J., Lai, H.-C., Lin, B.-F., Cheng, K.-I., Wu, Z.-F.",55801080600;35317662000;56281593800;57193828717;57219873525;50761098700;16070143200;7402998237;57203429289;,Postoperative drip-infusion of remifentanil reduces postoperative pain—a retrospective observative study,2021,International Journal of Environmental Research and Public Health,18,17,9225,,,,,10.3390/ijerph18179225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114117096&doi=10.3390%2fijerph18179225&partnerID=40&md5=0ddac1012a45fb364aa2e654400190f8,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85114117096
"Zhang, D., Geng, X., Chen, W., Fang, L., Yao, R., Wang, X., Zhou, X.",57211948783;57221286499;57205733960;57214417984;57193086212;57203579680;57218554073;,Inconsistency of global vegetation dynamics driven by climate change: Evidences from spatial regression,2021,Remote Sensing,13,17,3442,,,,,10.3390/rs13173442,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114110954&doi=10.3390%2frs13173442&partnerID=40&md5=be397ae1e5102aae0eac4638c3031692,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114110954
"Yin, L., Zhang, H.",7203060740;57205272758;,"Building walkable and safe neighborhoods: Assessing the built environment characteristics for pedestrian safety in buffalo, NY",2021,Journal of Transport and Health,22,,101129,,,,,10.1016/j.jth.2021.101129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113227841&doi=10.1016%2fj.jth.2021.101129&partnerID=40&md5=fb59a7cf0a7293530df96b2fa6d3ddc4,Article,Final,,Scopus,2-s2.0-85113227841
"Ilesanmi, O.B., Rogers, J.D., Oboh-Ikuenobe, F.E.",57221293202;56735143700;6603153217;,"Evaluation of geohazards in the Cape Girardeau area using LiDAR and GIS, Southeast Missouri, USA",2021,Environmental Earth Sciences,80,17,581,,,,,10.1007/s12665-021-09869-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112787256&doi=10.1007%2fs12665-021-09869-z&partnerID=40&md5=e27c7e8de91cead4f66bd7d4b176d2cf,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85112787256
"Ficetola, G.F., Mazel, F., Falaschi, M., Marta, S., Thuiller, W.",8284288500;6506833110;57201688629;35345398100;6602123683;,Determinants of zoogeographical boundaries differ between vertebrate groups,2021,Global Ecology and Biogeography,30,9,,1796,1809,,,10.1111/geb.13345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112586143&doi=10.1111%2fgeb.13345&partnerID=40&md5=84bec2066d9a875113ccb1ac51f98d08,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85112586143
"Guo, W., Zhang, B., Wei, Q., Guo, Y., Yin, X., Li, F., Wang, L., Wang, W.",57226544094;57226480359;57216631561;57212981487;57226483936;56867833300;57226488595;36994940300;,"Estimating ground-level PM2.5 concentrations using two-stage model in Beijing-Tianjin-Hebei, China",2021,Atmospheric Pollution Research,12,9,101154,,,,,10.1016/j.apr.2021.101154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111635873&doi=10.1016%2fj.apr.2021.101154&partnerID=40&md5=b4889231423625005322217ca61cce5c,Article,Final,,Scopus,2-s2.0-85111635873
"Ji, S., Wang, Y., Wang, Y.",57200512819;56098300200;56159294200;,Geographically weighted poisson regression under linear model of coregionalization assistance: Application to a bicycle crash study,2021,Accident Analysis and Prevention,159,,106230,,,,,10.1016/j.aap.2021.106230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111001657&doi=10.1016%2fj.aap.2021.106230&partnerID=40&md5=1c74f7782db66b99db50ccb57ad9a64d,Article,Final,,Scopus,2-s2.0-85111001657
"Tokey, A.I.",57220813789;,Spatial association of mobility and COVID-19 infection rate in the USA: A county-level study using mobile phone location data,2021,Journal of Transport and Health,22,,101135,,,,,10.1016/j.jth.2021.101135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110263480&doi=10.1016%2fj.jth.2021.101135&partnerID=40&md5=1fb9ed3e1350d7fe790cbfe2aff38218,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85110263480
"Barreto, E., Rangel, T.F., Coelho, M.T.P., Cassemiro, F.A.S., Zimmermann, N.E., Graham, C.H.",57210802701;9336605900;57188825332;36170476400;7005513010;7401505218;,Spatial variation in direct and indirect effects of climate and productivity on species richness of terrestrial tetrapods,2021,Global Ecology and Biogeography,30,9,,1899,1908,,,10.1111/geb.13357,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109833908&doi=10.1111%2fgeb.13357&partnerID=40&md5=a81ed81d4fd415b946f18735608ba9f2,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85109833908
"Li, Y., Zhou, T., Jiang, G., Li, G., Zhou, D., Luo, Y.",57200275934;56655841100;15060204900;55760494300;15761310600;57225038541;,Spatial pattern and mechanisms of farmland abandonment in Agricultural and Pastoral Areas of Qingzang Plateau,2021,Geography and Sustainability,2,3,,139,150,,1,10.1016/j.geosus.2021.06.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109018609&doi=10.1016%2fj.geosus.2021.06.003&partnerID=40&md5=d0032796c9f57fa0653f3daf3ceb8f91,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85109018609
"Yu, X., Liu, Y., Zhang, Z., Xiao, R.",57211269433;57195336427;56068627300;55948557700;,Influences of buildings on urban heat island based on 3D landscape metrics: an investigation of China’s 30 megacities at micro grid-cell scale and macro city scale,2021,Landscape Ecology,36,9,,2743,2762,,,10.1007/s10980-021-01275-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107868251&doi=10.1007%2fs10980-021-01275-x&partnerID=40&md5=dfa8233e346d45547f3a99fb12207ac1,Article,Final,,Scopus,2-s2.0-85107868251
