Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Borst, R.A., Des Rosiers, F., Renigier, M., González, M.A.S., Kauko, T., D'Amato, M.","18633590000; 6505941911; 55325764800; 55462763500; 6602722279; 57202151422","Technical Comparison of the Methods Including Formal Testing of Accuracy and Other Modelling Performance Using Own Data Sets and Multiple Regression Analysis",2009,"Mass Appraisal Methods: An International Perspective for Property Valuers",,"",,259,279,,7,10.1002/9781444301021.ch12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889409526&partnerID=40&md5=0a5b00bd001f7c2e8e9a2ba9903b6cc5",Book Chapter,Final,"",Scopus,2-s2.0-84889409526
"Borst, R.A., McCluskey, W.J.","18633590000; 57217946264","The Modified Comparable Sales Method as the Basis for a Property Tax Valuations System and its Relationship and Comparison to Spatially Autoregressive Valuation Models",2009,"Mass Appraisal Methods: An International Perspective for Property Valuers",,"",,49,69,,8,10.1002/9781444301021.ch3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874581410&partnerID=40&md5=940e15fd795aef334dbca09f6175103c",Book Chapter,Final,"",Scopus,2-s2.0-84874581410
"Svenning, J.-C., Normand, S., Skov, F.","55010991900; 8629755300; 7003350049","Plio-Pleistocene climate change and geographic heterogeneity in plant diversity-environment relationships",2009,"Ecography",32,"1",,13,21,,32,10.1111/j.1600-0587.2008.05732.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63849158619&partnerID=40&md5=0533acd81c11ec723557b1ebad0742ed",Article,Final,"",Scopus,2-s2.0-63849158619
"Harms, T.K., Wentz, E.A., Grimm, N.B.","8855144200; 6701682205; 7003929642","Spatial heterogeneity of denitrification in semi-arid floodplains",2009,"Ecosystems",12,"1",,129,143,,32,10.1007/s10021-008-9212-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58849150251&partnerID=40&md5=c277aa6512d672ed32589ac869a34344",Article,Final,"",Scopus,2-s2.0-58849150251
"Latimer, A.M., Banerjee, S., Sang Jr., H., Mosher, E.S., Silander Jr., J.A.","6603735596; 7404545197; 23111343500; 6602637147; 6603757875","Hierarchical models facilitate spatial analysis of large data sets: A case study on invasive plant species in the northeastern United States",2009,"Ecology Letters",12,"2",,144,154,,97,10.1111/j.1461-0248.2008.01270.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58249107920&partnerID=40&md5=20dbe9100607f202eef898616742a718",Article,Final,"",Scopus,2-s2.0-58249107920
"Goovaerts, P.","7003923744","Medical geography: A promising field of application for geostatistics",2009,"Mathematical Geosciences",41,"3",,243,264,,46,10.1007/s11004-008-9211-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-64249116229&partnerID=40&md5=ca71fe1ad1461eedcf46d700543f56e9",Article,Final,"All Open Access, Green",Scopus,2-s2.0-64249116229
"Noresah, M.S., Ruslan, R.","50862042800; 57156369000","Modelling urban spatial structure using Geographically Weighted Regression",2009,"18th World IMACS Congress and MODSIM 2009 - International Congress on Modelling and Simulation: Interfacing Modelling and Simulation with Mathematical and Computational Sciences, Proceedings",,"",,1950,1956,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086224401&partnerID=40&md5=2571ec1de7393a6c7864ce63c573d308",Conference Paper,Final,"",Scopus,2-s2.0-85086224401
"Kavanagh, A.","8646994400","Electoral Cartography",2009,"International Encyclopedia of Human Geography",,"",,396,398,,,10.1016/B978-008044910-4.00023-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069563145&partnerID=40&md5=214553d07e30f8c3b9fa7c45c8724000",Book Chapter,Final,"",Scopus,2-s2.0-85069563145
"Birkin, M.","6701762517","Geocomputation",2009,"International Encyclopedia of Human Geography",,"",,376,381,,2,10.1016/B978-008044910-4.00444-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84943761257&partnerID=40&md5=c40c0cba870279c95831d4f22df8df4b",Book Chapter,Final,"",Scopus,2-s2.0-84943761257
"Miller, H.J., Han, J.","7402939242; 24325399900","Geographic data mining and knowledge discovery: Second edition",2009,"Geographic Data Mining and Knowledge Discovery, Second Edition",,"",,1,475,,187,10.1201/9781420073980,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926403412&partnerID=40&md5=9817720d54d8f1809fbc30f13948b9c3",Book,Final,"All Open Access, Green",Scopus,2-s2.0-84926403412
"Lockwood, T.","54989693100","Delineation of geospatial residential real estate submarket boundaries",2009,"Pacific Rim Property Research Journal",15,"1",,17,35,,,10.1080/14445921.2009.11104270,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905995159&partnerID=40&md5=0a1f20763de58bd001e669429f7db622",Article,Final,"",Scopus,2-s2.0-84905995159
"Nogués-Bravo, D.","55894649400","Comparing regression methods to predict species richness patterns",2009,"Web Ecology",9,"",,58,67,,5,10.5194/we-9-58-2009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956077442&partnerID=40&md5=28011a2216f86b687bdf6ef222ebc063",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-77956077442
"Graif, C., Sampson, R.J.","13607056400; 7004971004","Spatial heterogeneity in the effects of immigration and diversity on neighborhood homicide rates",2009,"Homicide Studies",13,"3",,242,260,,143,10.1177/1088767909336728,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349104561&partnerID=40&md5=c67fe6d63668799b4fd343f84aa410d7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-70349104561
"Caress, S., Steinemann, A.","56167145500; 6701862640","Asthma and chemical hypersensitivity: Prevalence, etiology, and age of onset",2009,"Toxicology and Industrial Health",25,"1",,71,78,,24,10.1177/0748233709102713,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63549132599&partnerID=40&md5=db9201459894e606dfcaee5d62377732",Article,Final,"",Scopus,2-s2.0-63549132599
"Wheeler, D.C., Waller, L.A.","56447934400; 7006611850","Comparing spatially varying coefficient models: A case study examining violent crime rates and their relationships to alcohol outlets and illegal drug arrests",2009,"Journal of Geographical Systems",11,"1",,1,22,,67,10.1007/s10109-008-0073-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60649107800&partnerID=40&md5=32cbbb8031a09c8fab509c28be23127b",Article,Final,"",Scopus,2-s2.0-60649107800
"Bevan, A., Conolly, J.","35344386500; 6506400813","Modelling spatial heterogeneity and nonstationarity in artifact-rich landscapes",2009,"Journal of Archaeological Science",36,"4",,956,964,,48,10.1016/j.jas.2008.11.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59349118483&partnerID=40&md5=375716ebc3fd55863896117d266fb9a2",Article,Final,"All Open Access, Green",Scopus,2-s2.0-59349118483
"Jacob, B.G., Griffith, D., Muturi, E., Caamano, E.X., Shililu, J., Githure, J.I., Novak, R.J.","7102943623; 35187057300; 14030591800; 16836164800; 6603358098; 7005263111; 7202939961","Describing Anopheles arabiensis aquatic habitats in two riceland agro-ecosystems in Mwea, Kenya using a negative binomial regression model with a non-homogenous mean",2009,"Acta Tropica",109,"1",,17,26,,2,10.1016/j.actatropica.2008.09.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56949101570&partnerID=40&md5=5f61688609112a2b9919bf6c8cea96ac",Article,Final,"",Scopus,2-s2.0-56949101570
"Ridefelt, H., Etzelmüller, B., Boelhouwers, J., Jonasson, C.","14626575400; 6701721701; 6603744071; 6603770693","Statistic-empirical modelling of mountain permafrost distribution in the Abisko region, sub-Arctic northern Sweden",2008,"Norsk Geografisk Tidsskrift",62,"4",,278,289,,30,10.1080/00291950802517890,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149084262&partnerID=40&md5=01353b07b5e563bde4c381a4f7f8afcc",Article,Final,"",Scopus,2-s2.0-57149084262
"Geniaux, G., Napoléone, C.","6506018844; 24721963800","Semi-parametric tools for spatial hedonic models: An introduction to mixed geographically weighted regression and geoadditive models",2008,"Hedonic Methods in Housing Markets: Pricing Environmental Amenities and Segregation",,"",,101,127,,23,10.1007/978-0-387-76815-1_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957153810&partnerID=40&md5=c77cf3d14888b835d87615ce56ef8bbb",Book Chapter,Final,"",Scopus,2-s2.0-77957153810
"Holan, S., Wang, S., Arab, A., Sadler, E.J., Stone, K.","16238843200; 7410332979; 25629428400; 56842683300; 55950479700","Semiparametric geographically weighted response curves with application to site-specific agriculture",2008,"Journal of Agricultural, Biological, and Environmental Statistics",13,"4",,424,439,,8,10.1198/108571108X378308,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956113183&partnerID=40&md5=67f40333166e0a2aa03e37b69f986022",Article,Final,"",Scopus,2-s2.0-77956113183
"Ghosh, D., Manson, S.M.","35738628600; 9638473600","Robust principal component analysis and geographically weighted regression: Urbanization in the Twin Cities Metropolitan Area of Minnesota",2008,"URISA Journal",20,"1",,15,25,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-75349097998&partnerID=40&md5=74433206e232ced00b7f71a0779448ec",Article,Final,"",Scopus,2-s2.0-75349097998
[No author name available],[No author name available],"Proceedings of the 11th Multidisciplinary Conference - Sinkholes and the Engineering and Environmental Impacts of Karst, GSP 183",2008,"Geotechnical Special Publication",,"183",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66649120184&partnerID=40&md5=9743068047ebbebd5358863e35cad67f",Conference Review,Final,"",Scopus,2-s2.0-66649120184
"Doctor, K.Z., Doctor, D.H., Kronenfeld, B., Wong, D.W.S., Brezinski, D.K.","26642413700; 16635475900; 11940328800; 7401536093; 7003581989","Predicting sinkhole susceptibility in Frederick Valley, Maryland, using geographically weighted regression",2008,"Geotechnical Special Publication",,"183",,243,256,,4,10.1061/41003(327)24,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66649090328&partnerID=40&md5=816f30d1587a96bbf058a1f53b56f93b",Conference Paper,Final,"",Scopus,2-s2.0-66649090328
"Luo, J., Yu, D., Xin, M.","55482565600; 12792543600; 26539046000","Modeling urban growth using GIS and remote sensing",2008,"GIScience and Remote Sensing",45,"4",,426,442,,21,10.2747/1548-1603.45.4.426,"https://www.scopus.com/inward/record.url?eid=2-s2.0-65749099793&partnerID=40&md5=d2f0bd5f665eeb657e275c0f9956c76e",Article,Final,"",Scopus,2-s2.0-65749099793
"Li, F., Li, M., Liang, J., Liu, Y., Chen, Z., Chen, D.","23005164800; 35115110600; 36610322700; 23005432100; 23007742700; 55636314239","Urban land use change detection through spatial statistical analysis using multi-temporal remote sensing data",2008,"Proceedings of SPIE - The International Society for Optical Engineering",7144,"", 714409,,,,,10.1117/12.812699,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62649138647&partnerID=40&md5=2aee6469de1602241f840a8381ea1981",Conference Paper,Final,"",Scopus,2-s2.0-62649138647
"Luo, J., Kanala, N.K.","55482565600; 33767786900","Modeling urban growth with geographically weighted multinomial logistic regression",2008,"Proceedings of SPIE - The International Society for Optical Engineering",7144,"", 71440M,,,,4,10.1117/12.812714,"https://www.scopus.com/inward/record.url?eid=2-s2.0-62649093463&partnerID=40&md5=5046741e9cab2941661a564edebd10bc",Conference Paper,Final,"",Scopus,2-s2.0-62649093463
"Griffith, D.A.","35187057300","Spatial-filtering-based contributions to a critique of geographically weighted regression (GWR)",2008,"Environment and Planning A",40,"11",,2751,2769,,136,10.1068/a38218,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60649112018&partnerID=40&md5=b1de03fa7fa0ff25bfbfb2244a9f21e2",Article,Final,"",Scopus,2-s2.0-60649112018
"Samaha, S.A., Kamakura, W.A.","25723681300; 7004159593","Assessing the market value of real estate property with a geographically weighted stochastic frontier model",2008,"Real Estate Economics",36,"4",,717,751,,11,10.1111/j.1540-6229.2008.00228.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049120427&partnerID=40&md5=4cd808a4b60552a8423af8dd6accc082",Article,Final,"",Scopus,2-s2.0-57049120427
"Blanco-Moreno, J.M., Chamorro, L., Izquierdo, J., Masalles, R.M., Sans, F.X.","24069765900; 23487983400; 7102685415; 6602620500; 6602556688","Modelling within-field spatial variability of crop biomass - Weed density relationships using geographically weighted regression",2008,"Weed Research",48,"6",,512,522,,5,10.1111/j.1365-3180.2008.00664.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-56549119335&partnerID=40&md5=0ce0366054ee4055ea70ee0bfbe1f18a",Article,Final,"",Scopus,2-s2.0-56549119335
"Spurná, P.","35318298600","Geographically weighted regression: Method for analysing spatial nonstationarity of geographical phenomenon | Geograficky vážená regrese: Metoda analýzy prostorové nestacionarity geografických jevů",2008,"Geografie-Sbornik CGS",113,"2",,125,139,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54049130313&partnerID=40&md5=a722ad899b4bf5b7d2a5243cdbb2181c",Review,Final,"",Scopus,2-s2.0-54049130313
"Demšar, U., Fotheringham, A.S., Charlton, M.","21933749600; 7005669439; 7102039728","Exploring the spatio-temporal dynamics of geographical processes with geographically weighted regression and geovisual analytics",2008,"Information Visualization",7,"3-4",,181,197,,26,10.1057/palgrave.ivs.9500187,"https://www.scopus.com/inward/record.url?eid=2-s2.0-52949131306&partnerID=40&md5=3eded55df03f6071fa745e5f027207d8",Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-52949131306
"Kamarianakis, Y., Feidas, H., Kokolatos, G., Chrysoulakis, N., Karatzias, V.","6508057953; 6602636344; 13404379200; 6603353298; 24341325900","Evaluating remotely sensed rainfall estimates using nonlinear mixed models and geographically weighted regression",2008,"Environmental Modelling and Software",23,"12",,1438,1447,,33,10.1016/j.envsoft.2008.04.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47849088725&partnerID=40&md5=a0a32418c35f5edf476c3bf25ece0da1",Article,Final,"",Scopus,2-s2.0-47849088725
"Guo, L., Ma, Z., Zhang, L.","8280511500; 24605271700; 35254692200","Comparison of bandwidth selection in application of geographically weighted regression: A case study",2008,"Canadian Journal of Forest Research",38,"9",,2526,2534,,81,10.1139/X08-091,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51649109680&partnerID=40&md5=fb4b9a161cf5168b78cbcdc5c3327030",Article,Final,"",Scopus,2-s2.0-51649109680
"Procter, K.L., Clarke, G.P., Ransley, J.K., Cade, J.","24338909600; 7201902875; 6602625753; 7005622445","Micro-level analysis of childhood obesity, diet, physical activity, residential socioeconomic and social capital variables: Where are the obesogenic environments in Leeds?",2008,"Area",40,"3",,323,340,,47,10.1111/j.1475-4762.2008.00822.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-48649087987&partnerID=40&md5=7f5e67dfa5170ca9ff8ef149261bb509",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-48649087987
"Demšar, U., Fotheringham, A.S., Charlton, M.","21933749600; 7005669439; 7102039728","Combining geovisual analytics with spatial statistics: The example of geographically weighted regression",2008,"Cartographic Journal",45,"3",,182,192,,14,10.1179/000870408X311378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49249089480&partnerID=40&md5=7cd75e5412d1bc93327b7d51ace3fe7f",Article,Final,"All Open Access, Green",Scopus,2-s2.0-49249089480
"Foody, G.M.","7007014233","Refining predictions of climate change impacts on plant species distribution through the use of local statistics",2008,"Ecological Informatics",3,"3",,228,236,,15,10.1016/j.ecoinf.2008.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-48749098066&partnerID=40&md5=d82a266625fcf0df182011f4b125087e",Article,Final,"",Scopus,2-s2.0-48749098066
"Kimsey Jr., M.J., Moore, J., McDaniel, P.","8730593200; 57218970780; 7006537004","A geographically weighted regression analysis of Douglas-fir site index in north central Idaho",2008,"Forest Science",54,"3",,356,366,,24,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-45749096577&partnerID=40&md5=4d0cee81564cf3ba254449c0b1e339b5",Article,Final,"",Scopus,2-s2.0-45749096577
"Lo, C.-P.","7401771576","Population estimation using geographically weighted regression",2008,"GIScience and Remote Sensing",45,"2",,131,148,,49,10.2747/1548-1603.45.2.131,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44649126052&partnerID=40&md5=7f99fc00261461ff8993a128c7ae033c",Article,Final,"",Scopus,2-s2.0-44649126052
"Wang, N., Mei, C.-L., Yan, X.-D.","57184675500; 55725518800; 7403595848","Local linear estimation of spatially varying coefficient models: An improvement on the geographically weighted regression technique",2008,"Environment and Planning A",40,"4",,986,1005,,43,10.1068/a3941,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43349090561&partnerID=40&md5=00bd3a34d2788a488cd27a9f14dfbf55",Article,Final,"",Scopus,2-s2.0-43349090561
"Wang, Q., Zhao, P., Ren, H., Kakubari, Y.","57131625100; 7202024112; 32868032400; 23060463500","Spatiotemporal dynamics of forest net primary production in China over the past two decades",2008,"Global and Planetary Change",61,"3-4",,267,274,,24,10.1016/j.gloplacha.2006.12.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41749121211&partnerID=40&md5=1c18921c4bb871365a296d64a88ea6b4",Article,Final,"",Scopus,2-s2.0-41749121211
"Holt, J.B., Lo, C.P.","14519519500; 7401771576","The geography of mortality in the Atlanta metropolitan area",2008,"Computers, Environment and Urban Systems",32,"2",,149,164,,27,10.1016/j.compenvurbsys.2007.08.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39649083814&partnerID=40&md5=2c394bdfec28cc5df4d8b3f3ff26e45e",Article,Final,"",Scopus,2-s2.0-39649083814
"Wimberly, M.C., Yabsley, M.J., Baer, A.D., Dugan, V.G., Davidson, W.R.","6603472869; 6602071883; 23487738400; 6603618800; 35610729100","Spatial heterogeneity of climate and land-cover constraints on distributions of tick-borne pathogens",2008,"Global Ecology and Biogeography",17,"2",,189,202,,44,10.1111/j.1466-8238.2007.00353.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949089646&partnerID=40&md5=f8ef196f867aa5b42cabbf479f19008c",Article,Final,"",Scopus,2-s2.0-38949089646
"Hudson, N., Baker, A., Ward, D., Reynolds, D.M., Brunsdon, C., Carliell-Marquet, C., Browning, S.","18436836400; 57203362490; 57213564765; 7401431173; 6701626868; 6505797307; 57224661095","Can fluorescence spectrometry be used as a surrogate for the Biochemical Oxygen Demand (BOD) test in water quality assessment? An example from South West England",2008,"Science of the Total Environment",391,"1",,149,158,,287,10.1016/j.scitotenv.2007.10.054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37449033143&partnerID=40&md5=272ba844dbaa85d5a1b77c12ca15b352",Article,Final,"",Scopus,2-s2.0-37449033143
"Lafary, E.W., Gatrell, J.D., Jensen, R.R.","23994110900; 6701739313; 7403518015","People, pixels and weights in Vanderburgh County, Indiana: Toward a new urban geography of human-environment interactions",2008,"Geocarto International",23,"1",,53,66,,20,10.1080/10106040701494575,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41749092074&partnerID=40&md5=411f8ef8e6bbf66e7b812c480ce88129",Article,Final,"",Scopus,2-s2.0-41749092074
"Schmidtlein, M.C., Finch, C., Cutter, S.L.","12544558500; 23476948500; 7003270541","Disaster declarations and major hazard occurrences in the United States",2008,"Professional Geographer",60,"1",,1,14,,9,10.1080/00330120701715143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38549159556&partnerID=40&md5=451c6dff2e66dec513075bbb35eb3a59",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-38549159556
"Cloutier, M.-S., Apparicio, P.","36963946600; 16027829700","Does the neighbouring environment around schools influence child pedestrian accidents risk in Montreal? The contribution of geographically weighted Poisson regression | L'environnement autour des écoles a-t-il un impact sur le risque routier impliquant des enfants piétons à Montréal? Apport de la régression de Poisson géographiquement pondéré e",2008,"Territoire en Mouvement",,"1",,25,38,,7,10.4000/tem.1024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957151657&partnerID=40&md5=c883ac568d58031c70df72a30d557987",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-77957151657
"Yu, G., Di, L., Yang, W.","7403528700; 7006684098; 55501070800","Downscaling of global soil moisture using auxiliary data",2008,"International Geoscience and Remote Sensing Symposium (IGARSS)",3,"1", 4779325,230,233,,12,10.1109/IGARSS.2008.4779325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649797784&partnerID=40&md5=b4fe5bab548c4aaaff13f55cd5cc493d",Conference Paper,Final,"",Scopus,2-s2.0-67649797784
"Chang, L.-F., Lin, C.-H., Su, M.-D.","11338945200; 8593308600; 35362878600","Application of geographic weighted regression to establish flood-damage functions reflecting spatial variation",2008,"Water SA",34,"2",,209,216,,28,10.4314/wsa.v34i2.183641,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47249131180&partnerID=40&md5=b5aff2541bc593b58c07c87908d65a0f",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-47249131180
"Propastin, P.A., Kappas, M.","22235410800; 24174531100","Reducing uncertainty in modeling the NDVI-precipitation relationship: A comparative study using global and local regression techniques",2008,"GIScience and Remote Sensing",45,"1",,47,67,,26,10.2747/1548-1603.45.1.47,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41449106132&partnerID=40&md5=2095a85206d49ec5f3224cc98587e397",Article,Final,"",Scopus,2-s2.0-41449106132
"Yuan, F., Roy, S.S.","57203467513; 7404587604","Analysis of the relationship between NDVI and climate variables in minnesota using geographically weighted regression and spatial interpolation",2007,"American Society for Photogrammetry and Remote Sensing - ASPRS Annual Conference 2007: Identifying Geospatial Solutions",2,"",,784,789,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868622387&partnerID=40&md5=36dc2eaf3a8ae2ba8e72d8df7c2b5ca1",Article,Final,"",Scopus,2-s2.0-84868622387
"Chang, L.F., Su, M.D.","11338945200; 35362878600","Using the geographically weighted regression to modify the residential flood damage function",2007,"Restoring Our Natural Habitat - Proceedings of the 2007 World Environmental and Water Resources Congress",,"",,,,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80051622849&partnerID=40&md5=13d8fc84c0b8e38bb13c772adc964593",Conference Paper,Final,"",Scopus,2-s2.0-80051622849
"Jensen, T., Deller, S.","54580957500; 6603879426","Spatial modeling of the migration of older people with a focus on amenities",2007,"Review of Regional Studies",37,"3",,303,343,,23,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149114494&partnerID=40&md5=139dbc1178a81c44f2a52b0b3d5dea50",Article,Final,"",Scopus,2-s2.0-72149114494
"Shearmur, R., Apparicio, P., Lizion, P., Polèse, M.","6602624809; 16027829700; 23028465100; 6701714926","Space, time, and local employment growth: An application of spatial regression analysis",2007,"Growth and Change",38,"4",,696,722,,21,10.1111/j.1468-2257.2007.00393.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36749033241&partnerID=40&md5=b76b1d7e04841bf5d1bed8877ddbf110",Article,Final,"",Scopus,2-s2.0-36749033241
"Apparicio, P., Séguin, A.-M., Leloup, X.","16027829700; 7004034354; 23005383600","Spatial modeling of poverty in Montréal: Methodological contribution of the geographically weighted regression | Modélisation spatiale de la pauvreté à Montréal: Apport méthodologique de la régression géographiquement pondérée",2007,"Canadian Geographer",51,"4",,412,427,,12,10.1111/j.1541-0064.2007.00189.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36248984373&partnerID=40&md5=aeec976fdbabc41002fbbbb444edf663",Article,Final,"",Scopus,2-s2.0-36248984373
"Ricketts, T.C., Holmes, G.M.","35596497300; 7202325604","Mortality and physician supply: Does region hold the key to the paradox?",2007,"Health Services Research",42,"6 P1",,2233,2251,,40,10.1111/j.1475-6773.2007.00728.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35948992545&partnerID=40&md5=0a5042670d6be679c268755fec48ff46",Article,Final,"All Open Access, Green",Scopus,2-s2.0-35948992545
"Li, F., Li, M., Liang, J.","23005164800; 35115110600; 36610322700","Study on disparity of regional economic development based on geoinformatic Tupu and GWR model - A case of growth of GDP per capita in China from 1999 to 2003",2007,"Proceedings of SPIE - The International Society for Optical Engineering",6754,"PART 2", 67543A,,,,,10.1117/12.765494,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36248952713&partnerID=40&md5=f89b688b3743165447695bd8cacd4f16",Conference Paper,Final,"",Scopus,2-s2.0-36248952713
"Kalogirou, S., Hatzichristos, T.","8720832900; 6505820610","A spatial modelling framework for income estimation",2007,"Spatial Economic Analysis",2,"3",,297,316,,18,10.1080/17421770701576921,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36349018778&partnerID=40&md5=c30ba54b1502bda28620a4e8f867e46b",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-36349018778
"Dykes, J., Brunsdon, C.","56975458000; 6701626868","Geographically weighted visualization: Interactive graphics for scale-varying exploratory analysis",2007,"IEEE Transactions on Visualization and Computer Graphics",13,"6",,1161,1168,,37,10.1109/TVCG.2007.70558,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35948998841&partnerID=40&md5=ad37578629d9e9d9069f68491a489a6e",Article,Final,"All Open Access, Green",Scopus,2-s2.0-35948998841
"da Silva Cassemiro, F.A., de Souza Barreto, B., Rangel, T.F.L.V.B., Diniz-Filho, J.A.F.","6504624907; 22933336500; 9336605900; 7004620621","Non-stationarity, diversity gradients and the metabolic theory of ecology",2007,"Global Ecology and Biogeography",16,"6",,820,822,,39,10.1111/j.1466-8238.2007.00332.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35348931757&partnerID=40&md5=291ff2f140847a88bfdad7dae20eb8a1",Letter,Final,"All Open Access, Bronze",Scopus,2-s2.0-35348931757
"Wentz, E.A., Gober, P.","6701682205; 6603897273","Determinants of small-area water consumption for the City of Phoenix, Arizona",2007,"Water Resources Management",21,"11",,1849,1863,,167,10.1007/s11269-006-9133-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34548256649&partnerID=40&md5=e5ffeb70f53d0a12b9633cd7af3c7fdb",Article,Final,"",Scopus,2-s2.0-34548256649
"Wheeler, D.C.","56447934400","Diagnostic tools and a remedial method for collinearity in geographically weighted regression",2007,"Environment and Planning A",39,"10",,2464,2481,,144,10.1068/a38325,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35648994302&partnerID=40&md5=75d5a92dbbd9a806986561ae35eaaa81",Article,Final,"",Scopus,2-s2.0-35648994302
"Brunsdon, C., Fotheringham, S., Charlton, M.","6701626868; 7005669439; 7102039728","Geographically weighted discriminant analysis",2007,"Geographical Analysis",39,"4",,376,396,,25,10.1111/j.1538-4632.2007.00709.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34648860542&partnerID=40&md5=f4db45eeb6d09d36e04ce36816f86632",Article,Final,"All Open Access, Green",Scopus,2-s2.0-34648860542
"Waller, L.A., Zhu, L., Gotway, C.A., Gorman, D.M., Gruenewald, P.J.","7006611850; 35380389100; 6701579446; 7202607601; 7006364411","Quantifying geographic variations in associations between alcohol distribution and violence: A comparison of geographically weighted regression and spatially varying coefficient models",2007,"Stochastic Environmental Research and Risk Assessment",21,"5",,573,588,,84,10.1007/s00477-007-0139-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34347375816&partnerID=40&md5=02f6b7a09d2364f9c9a2dee2fed97f98",Review,Final,"",Scopus,2-s2.0-34347375816
"Yu, D.","12792543600","Modeling owner-occupied single-family house values in the City of Milwaukee: A geographically weighted regression approach",2007,"GIScience and Remote Sensing",44,"3",,267,282,,33,10.2747/1548-1603.44.3.267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34447264457&partnerID=40&md5=528414789abcd26d9d2309bfe5235224",Article,Final,"",Scopus,2-s2.0-34447264457
